"Coding_System","Concept_name","Code"
"ICD9CM","Incipient senile cataract","36612"
"ICD9CM","Unspecified visual loss","3699"
"ICD9CM","Mature cataract","36617"
"MTHICD9","Discission of secondary membrane [after cataract]","1364"
"MTHICD9","Irrigation of traumatic cataract","133"
"MTHICD9","Diplopia","3682"
"MTHICD9","Nyctalopia","3686"
"MTHICD9","Scotoma","36844"
"MTHICD9","Scotoma, Central","36841"
"MTHICD9","Enlarged blind spot","36842"
"MTHICD9","Achromatopsia","36854"
"MTHICD9","Morgagnian cataract","36618"
"MTHICD9","Cortical, lamellar, or zonular nonsenile cataract","36603"
"MTHICD9","Cataract secondary to glaucomatous flecks (subcapsular)","36631"
"MTHICD9","Color Blindness, Red-Green","36852"
"MTHICD9","Color Blindness, Blue","36853"
"MTHICD9","Color blindness","3685"
"MTHICD9","Incipient cataract","36612"
"MTHICD9","Punctate cataract","36612"
"MTHICD9","Cataracta brunescens","36616"
"MTHICD9","Cataract with neovascularization","36633"
"MTHICD9","Hemianopsia, Homonymous","36846"
"MTHICD9","Impairment level: blindness, one eye - low vision other eye","36910"
"MTHICD9","Drug-induced cataract","36645"
"MTHICD9","Blurred vision","3688"
"MTHICD9","Nuclear cataract","36616"
"MTHICD9","Calcified cataract","3668"
"MTHICD9","Encounter due to cataract extraction status","V4561"
"MTHICD9","Coronary cataract","36612"
"MTHICD9","Amblyopia, Suppression","36801"
"MTHICD9","Anterior subcapsular polar non-senile cataract","36601"
"MTHICD9","Nuclear non-senile cataract","36604"
"MTHICD9","Posterior subcapsular polar non-senile cataract","36602"
"ICD10/CM","Amblyopia","H5300"
"ICD10/CM","Binocular vision disorder","H5330"
"ICD10/CM","Diplopia","H532"
"ICD10/CM","Nyctalopia","H536, H5360"
"ICD10/CM","Optic Neuritis","H469, H46"
"ICD10/CM","Other color vision deficiencies","H5359"
"ICD10/CM","Other localized visual field defect","H5345"
"ICD10/CM","Scotoma","H5345"
"ICD10/CM","Visual discomfort","H5314, H53149"
"ICD10/CM","Cataract","H269"
"ICD10/CM","Amblyopia ex anopsia","H530"
"ICD10/CM","Stimulus deprivation amblyopia","H5301"
"ICD10/CM","Refractive amblyopia","H5302"
"ICD10/CM","Scotoma, Central","H5341"
"ICD10/CM","Enlarged blind spot","H5342"
"ICD10/CM","Achromatopsia","H5351"
"ICD10/CM","Morgagnian cataract","H252"
"ICD10/CM","Soemmerring's ring","H2641, H26419"
"ICD10/CM","Toxic cataract","H263"
"ICD10/CM","Subjective visual disturbance","H5310, H531"
"ICD10/CM","Sudden Visual Loss","H53139, H5313"
"ICD10/CM","Blindness, Transient","H5312"
"ICD10/CM","Visual distortions of shape and size","H5315"
"ICD10/CM","Psychophysical visual disturbance","H5316"
"ICD10/CM","Other disorders of binocular vision","H533"
"ICD10/CM","Simultaneous visual perception without fusion","H5333"
"ICD10/CM","Fusion with defective stereopsis","H5332"
"ICD10/CM","Abnormal retinal correspondence","H5331"
"ICD10/CM","Color Blindness, Blue","H5355"
"ICD10/CM","Color Blindness, Acquired","H5352"
"ICD10/CM","Unqualified visual loss, both eyes","H543"
"ICD10/CM","Unqualified visual loss, one eye","H546, H5460"
"ICD10/CM","Visual Suppression","H5334"
"ICD10/CM","Color blindness","H535, H5350"
"ICD10/CM","Incipient cataract","H2509"
"ICD10/CM","Nuclear senile cataract","H251"
"ICD10/CM","Cataracta brunescens","H251"
"ICD10/CM","Cataract with neovascularization","H2621"
"ICD10/CM","Hemianopsia, Homonymous","H53469, H5346"
"ICD10/CM","Heteronymous hemianopsia","H5347"
"ICD10/CM","Impairment level: blindness, one eye - low vision other eye","H541"
"ICD10/CM","Drug-induced cataract","H263"
"ICD10/CM","Encounter due to cataract extraction status","Z984"
"ICD10/CM","Visual disturbance","H539, H53"
"ICD10/CM","Amblyopia, Suppression","H5303"
"ICD10/CM","Incipient senile cataract","H250"
"ICD10/CM","Unspecified visual loss","H547"
"ICD9CM","blindness or low vision (non-specific)","369"
"ICPC2P","total bilateral blindness","F94009"
"ICPC2P","bilateral partial blindness","F94008"
"ICPC2P","problem with vision blindness","F94006"
"ICPC2P","Amblyopia","F99002"
"ICPC2P","Diplopia","F05002, F05013"
"ICPC2P","Nyctalopia","F99001"
"ICPC2P","Optic Neuritis","F99011"
"ICPC2P","Scotoma","F05027, F99042"
"ICPC2P","Cataract","F92001"
"ICPC2P","Blindness, Transient","F05026, F28003"
"ICPC2P","Color blindness","F99030, F99031"
"ICPC2P","Blurred vision","F05011"
"ICPC2P","Unspecified visual loss","F94003"
"ICD10/CM","Other cataract","H26"
"ICD10/CM","blindness or low vision (non-specific)","H54"
"ICPC","Blindness all degrees/types","F94"
"ICPC","Cataract","F92"
"RCD2","Visual disturbances and blindness (H53-H54)","FyuL."
"RCD2","Diplopia","F482."
"RCD2","Nyctalopia","F486."
"RCD2","Optic Neuritis","F4H3."
"RCD2","Other cataract","F46y."
"RCD2","Other specified visual disturbances","F48y."
"RCD2","Scotoma","F484."
"RCD2","Cataract","F46z., F46.."
"RCD2","Amblyopia ex anopsia","F480."
"RCD2","Cataract secondary to ocular disorder","F463., F465."
"RCD2","Subjective visual disturbance","F481."
"RCD2","Other disorders of binocular vision","F483."
"RCD2","Unqualified visual loss, both eyes","F493."
"RCD2","Unqualified visual loss, one eye","F49y."
"RCD2","Embryonal nuclear cataract (disorder)","P333."
"RCD2","Color blindness","F485."
"RCD2","Cortical and zonular cataract","P332."
"RCD2","Visual disturbance","F48.., F48z."
"RCD","Visual disturbances and blindness (H53-H54)","FyuL."
"RCD","Diplopia","F482."
"RCD","Nyctalopia","F486."
"RCD","Optic Neuritis","F4H3."
"RCD","Other cataract","F46y."
"RCD","Other specified visual disturbances","F48y."
"RCD","Cataract","F46.., F46z."
"RCD","Amblyopia ex anopsia","F480."
"RCD","Cataract secondary to ocular disorder","F463., F465."
"RCD","Subjective visual disturbance","F481."
"RCD","Other disorders of binocular vision","F483."
"RCD","Unqualified visual loss, both eyes","F493."
"RCD","Unqualified visual loss, one eye","F49y."
"RCD","Embryonal nuclear cataract (disorder)","P333."
"RCD","Color blindness","F485."
"RCD","Cortical and zonular cataract","P332."
"RCD","Visual disturbance","F48.., F48z."
"SCTSPA","Visual disturbances and blindness (H53-H54)","194654005"
"SCTSPA","Other cataract extraction","274999009"
"SCTSPA","Irrigation of traumatic cataract","41952009"
"SCTSPA","Amblyopia","111517004, 267627009, 387742006"
"SCTSPA","Binocular vision disorder","193658001, 83275001"
"SCTSPA","Diplopia","24982008"
"SCTSPA","Myotonic cataract","64741003"
"SCTSPA","Nyctalopia","193686009, 193693008, 65194006"
"SCTSPA","Optic Neuritis","194051001, 194052008, 194054009, 66760008"
"SCTSPA","Other cataract","193620000, 193622008"
"SCTSPA","Other specified visual disturbances","193694002, 193696000"
"SCTSPA","Scotoma","193677004, 23388006"
"SCTSPA","Visual discomfort","7751009"
"SCTSPA","Cataract","128306009, 155130000, 193570009, 193623003, 247053007, 62795009"
"SCTSPA","Amblyopia ex anopsia","12541004, 193639005"
"SCTSPA","Stimulus deprivation amblyopia","193638002, 21457000"
"SCTSPA","Refractive amblyopia","90927000"
"SCTSPA","Scotoma, Central","193669003, 38950008"
"SCTSPA","Enlarged blind spot","193673000, 33970004"
"SCTSPA","Achromatopsia","56852002"
"SCTSPA","Morgagnian cataract","22315007, 247065006, 264443002, 267626000"
"SCTSPA","Cataract secondary to ocular disorder","193600001, 193605006, 2661004"
"SCTSPA","Soemmerring's ring","65720003"
"SCTSPA","Cataract due to inflammatory disorder","193602009"
"SCTSPA","Toxic cataract","38583007"
"SCTSPA","Subjective visual disturbance","193640007, 193641006, 193656002, 78455002"
"SCTSPA","Sudden Visual Loss","15203004"
"SCTSPA","Blindness, Transient","36994005, 83785004"
"SCTSPA","Visual distortions of shape and size","69456008"
"SCTSPA","Psychophysical visual disturbance","70042006"
"SCTSPA","Other disorders of binocular vision","193657006, 193664008, 194655006"
"SCTSPA","Simultaneous visual perception without fusion","8826001"
"SCTSPA","Fusion with defective stereopsis","32919003"
"SCTSPA","Abnormal retinal correspondence","79195003"
"SCTSPA","Color Blindness, Red","51445007"
"SCTSPA","Color Blindness, Red-Green","246674000"
"SCTSPA","Color Blindness, Blue","51886007, 85049009"
"SCTSPA","Color Blindness, Acquired","71676008"
"SCTSPA","blindness or low vision (non-specific)","155150001, 267729001"
"SCTSPA","Unqualified visual loss, both eyes","193730000, 68114006"
"SCTSPA","Unqualified visual loss, one eye","193754005, 73000008"
"SCTSPA","Embryonal nuclear cataract (disorder)","5361003"
"SCTSPA","Visual Suppression","193659009, 80633008"
"SCTSPA","Color blindness","193683001, 193685008, 53481002"
"SCTSPA","Incipient cataract","193584004, 52421005"
"SCTSPA","Punctate cataract","40714009"
"SCTSPA","Nuclear senile cataract","193589009, 46129005"
"SCTSPA","Cataracta brunescens","77873007"
"SCTSPA","Cataract with neovascularization","193603004, 76309006"
"SCTSPA","Hemianopsia, Homonymous","34063005"
"SCTSPA","Heteronymous hemianopsia","344104004, 345121001, 59854000"
"SCTSPA","Impairment level: blindness, one eye - low vision other eye","193712007, 193721008, 91408006"
"SCTSPA","Pseudoexfoliation of lens capsule","44219007"
"SCTSPA","Drug-induced cataract","193609000"
"SCTSPA","Blurred vision","111516008, 246636008, 267629007"
"SCTSPA","Nuclear cataract","53889007"
"SCTSPA","Calcified cataract","10970008"
"SCTSPA","Cortical and zonular cataract","204127006, 204129009"
"SCTSPA","Visual disturbance","131182003, 193697009, 63102001"
"SCTSPA","Coronary cataract","12195004"
"SCTSPA","Encounter due to problems with sight","316043008"
"SCTSPA","Amblyopia, Suppression","35600002"
"SCTSPA","Nuclear non-senile cataract","359766000"
"SCTSPA","Incipient senile cataract","445213003"
"SCTSPA","Unspecified visual loss","267631003, 40031005"
"SCTSPA","Mature cataract","849000"
"SNOMEDCT_US","Visual disturbances and blindness (H53-H54)","194654005"
"SNOMEDCT_US","Other cataract extraction","172537000, 274999009"
"SNOMEDCT_US","Irrigation of traumatic cataract","41952009"
"SNOMEDCT_US","Amblyopia","111517004, 155145007, 193637007, 267627009, 267726008, 387742006"
"SNOMEDCT_US","Binocular vision disorder","193658001, 83275001"
"SNOMEDCT_US","Diplopia","139545001, 155141003, 162276002, 24982008"
"SNOMEDCT_US","Myotonic cataract","64741003"
"SNOMEDCT_US","Nyctalopia","155144006, 193686009, 193693008, 65194006, 75390007"
"SNOMEDCT_US","Optic Neuritis","155189007, 194051001, 194052008, 194054009, 267743006, 66760008"
"SNOMEDCT_US","Other cataract","193620000, 193622008"
"SNOMEDCT_US","Other specified visual disturbances","193694002, 193696000"
"SNOMEDCT_US","Scotoma","155142005, 193665009, 193677004, 23388006, 267725007"
"SNOMEDCT_US","Visual discomfort","7751009"
"SNOMEDCT_US","Cataract","128306009, 155126003, 155130000, 193570009, 193623003, 247053007, 62795009"
"SNOMEDCT_US","Amblyopia ex anopsia","12541004, 193636003, 193638002, 193639005"
"SNOMEDCT_US","Stimulus deprivation amblyopia","193638002, 21457000"
"SNOMEDCT_US","Refractive amblyopia","90927000"
"SNOMEDCT_US","Scotoma, Central","193669003, 38950008"
"SNOMEDCT_US","Enlarged blind spot","193673000, 33970004"
"SNOMEDCT_US","Achromatopsia","56852002"
"SNOMEDCT_US","Morgagnian cataract","193591001, 22315007, 247065006, 264443002, 267626000"
"SNOMEDCT_US","Cataract secondary to ocular disorder","193600001, 193605006, 2661004"
"SNOMEDCT_US","Soemmerring's ring","65720003"
"SNOMEDCT_US","Cataract due to inflammatory disorder","193602009"
"SNOMEDCT_US","Toxic cataract","38583007"
"SNOMEDCT_US","Subjective visual disturbance","155140002, 193640007, 193641006, 193656002, 267724006, 78455002"
"SNOMEDCT_US","Sudden Visual Loss","15203004, 155140002, 267724006"
"SNOMEDCT_US","Blindness, Transient","36994005, 83785004"
"SNOMEDCT_US","Visual distortions of shape and size","69456008"
"SNOMEDCT_US","Psychophysical visual disturbance","70042006"
"SNOMEDCT_US","Other disorders of binocular vision","193657006, 193664008, 194655006"
"SNOMEDCT_US","Simultaneous visual perception without fusion","193660004, 8826001"
"SNOMEDCT_US","Fusion with defective stereopsis","193661000, 32919003"
"SNOMEDCT_US","Abnormal retinal correspondence","79195003"
"SNOMEDCT_US","Color Blindness, Red","51445007"
"SNOMEDCT_US","Color Blindness, Red-Green","246674000"
"SNOMEDCT_US","Color Blindness, Blue","51886007, 85049009"
"SNOMEDCT_US","Color Blindness, Acquired","71676008"
"SNOMEDCT_US","blindness or low vision (non-specific)","155146008, 155150001, 193698004, 267729001"
"SNOMEDCT_US","Unqualified visual loss, both eyes","193730000, 68114006"
"SNOMEDCT_US","Unqualified visual loss, one eye","193754005, 73000008"
"SNOMEDCT_US","Embryonal nuclear cataract (disorder)","5361003"
"SNOMEDCT_US","Visual Suppression","193659009, 80633008"
"SNOMEDCT_US","Color blindness","155143000, 193683001, 193685008, 53481002"
"SNOMEDCT_US","Incipient cataract","193584004, 52421005"
"SNOMEDCT_US","Punctate cataract","40714009"
"SNOMEDCT_US","Nuclear senile cataract","193589009, 46129005"
"SNOMEDCT_US","Cataracta brunescens","77873007"
"SNOMEDCT_US","Cataract with neovascularization","193603004, 76309006"
"SNOMEDCT_US","Hemianopsia, Homonymous","155142005, 267725007, 34063005"
"SNOMEDCT_US","Heteronymous hemianopsia","155142005, 267725007, 344104004, 345121001, 59854000"
"SNOMEDCT_US","Impairment level: blindness, one eye - low vision other eye","193712007, 193721008, 91408006"
"SNOMEDCT_US","Pseudoexfoliation of lens capsule","44219007"
"SNOMEDCT_US","Drug-induced cataract","193609000"
"SNOMEDCT_US","Blurred vision","111516008, 111517004, 155145007, 193695001, 246636008, 267629007, 267726008"
"SNOMEDCT_US","Nuclear cataract","193578002, 53889007"
"SNOMEDCT_US","Calcified cataract","10970008, 193621001"
"SNOMEDCT_US","Cortical and zonular cataract","204127006, 204129009"
"SNOMEDCT_US","Visual disturbance","131182003, 155139004, 155145007, 193697009, 267726008, 63102001"
"SNOMEDCT_US","Coronary cataract","12195004"
"SNOMEDCT_US","Encounter due to problems with sight","316043008"
"SNOMEDCT_US","Amblyopia, Suppression","35600002"
"SNOMEDCT_US","Nuclear non-senile cataract","359766000"
"SNOMEDCT_US","Incipient senile cataract","445213003"
"SNOMEDCT_US","Unspecified visual loss","193755006, 267631003, 40031005"
"SNOMEDCT_US","Mature cataract","849000"
