"Coding_System","Concept_name","Code"
"ICD9CM","Severe recurrent major depression without psychotic features","29633"
"ICD9CM","Moderate recurrent major depression","29632"
"ICD9CM","Mild major depression, single episode","29621"
"ICD9CM","Moderate major depression, single episode","29622"
"ICD9CM","Severe recurrent major depression with psychotic features","29634"
"ICD9CM","Severe major depression, single episode, without psychotic features","29623"
"ICD9CM","Severe major depression, single episode, with psychotic features","29624"
"ICD9CM","Recurrent major depressive episodes, in partial or unspecified remission","29635"
"ICD9CM","Atypical depressive disorder","29682"
"ICD9CM","Recurrent major depressive episodes, mild","29631"
"ICD9CM","Chronic depressive personality disorder","30112"
"MTHICD9","Recurrent major depressive episodes","29630"
"MTHICD9","Single major depressive episode","29620"
"MTHICD9","Mood Disorders","29690"
"MTHICD9","Mixed anxiety and depressive disorder","3004"
"MTHICD9","Affective Disorders, Psychotic","29690"
"MTHICD9","Severe recurrent major depression without psychotic features","29633"
"MTHICD9","Moderate recurrent major depression","29632"
"MTHICD9","Mild major depression, single episode","29621"
"MTHICD9","Moderate major depression, single episode","29622"
"MTHICD9","Severe recurrent major depression with psychotic features","29634"
"MTHICD9","Severe major depression, single episode, without psychotic features","29623"
"MTHICD9","Severe major depression, single episode, with psychotic features","29624"
"MTHICD9","Recurrent major depressive episodes, in partial or unspecified remission","29635"
"MTHICD9","Melancholia","29690"
"MTHICD9","Recurrent major depressive episodes, mild","29631"
"MTHICD9","Reactive depression","3004"
"MTHICD9","Depression, Neurotic","3004"
"MTHICD9","Depression, Reactive, Psychotic","2980"
"MTHICD9","Chronic depressive personality disorder","30112"
"MTHICD9","Drug-induced depressive state","29284"
"MTHICD9","Premenstrual Dysphoric Disorder","6254"
"ICD10/CM","recurrent episodes of depressive reaction","F33"
"ICD10/CM","single episode of psychogenic depression","F32"
"ICD10/CM","single episode of depressive reaction","F32"
"ICD10/CM","single episode of agitated depression","F32"
"ICD10/CM","Affective Disorders, Psychotic","F39"
"ICD10/CM","Depression, Postpartum","F53"
"ICD10/CM","vital; depression, single episode","F32"
"ICPC2P","feeling inadequate","P03012"
"ICPC2P","feeling like giving up","P03005"
"ICPC2P","Depressive disorder","P76005, P76007, P76005, P76007"
"ICPC2P","Suicide attempt","P77004"
"ICPC2P","Depressed mood","P03017"
"ICPC2P","Feeling suicidal (finding)","P77002"
"ICPC2P","Mood Disorders","P76006"
"ICPC2P","Mental Depression","P76001, P76004"
"ICPC2P","Mixed anxiety and depressive disorder","P76018"
"ICPC2P","Affective Disorders, Psychotic","P73011"
"ICPC2P","Depression, Postpartum","P76002, P76009"
"ICPC2P","Psychosis depressive","P73003, P73013, P76019"
"ICPC2P","Melancholia","P76017"
"ICPC2P","Reactive depression","P76010"
"ICPC2P","Endogenous depression","P76016"
"ICPC2P","Depressive personality disorder","P80006"
"ICPC2P","Low self-esteem","P03015, P28001"
"ICPC","Depressive disorder","P76, P76"
"ICPC","Suicide attempt","P77"
"ICPC","Affective Disorders, Psychotic","P73"
"MTHICD9","Depressive disorder","311, 311"
"MTHICD9","Mental Depression","311"
"RCD","Feeling suicidal (finding)","1BD1."
"RCD","Persistent mood affective disorder, unspecified","Eu34."
"RCD","Depression, Postpartum","62T1."
"RCD","Depression, Reactive, Psychotic","E130."
"RCD","Depressive disorder NEC in SNOMEDCT","E2B.."
"RCD","Depression, Bipolar","E115."
"RCD","O/E - depressed","2257."
"RCD","Chronic depression","E2B1."
"RCD","Postviral depression","E2B0."
"RCD2","Depressive disorder","Eu32., Eu32."
"RCD2","Suicide attempt","TK..."
"RCD2","Depressed mood","1BT.., Eu32."
"RCD2","Depressive episode, unspecified","Eu32., Eu32."
"RCD2","Feeling suicidal (finding)","1BD1."
"RCD2","Loss of interest","1BP.."
"RCD2","Recurrent major depressive episodes","E113."
"RCD2","Single major depressive episode","E112."
"RCD2","Mood Disorders","E11.., Eu3z., Eu3.."
"RCD2","Mental Depression","Eu32."
"RCD2","Persistent mood affective disorder, unspecified","Eu34."
"RCD2","Depression, Postpartum","62T1."
"RCD2","Recurrent depressive disorder","Eu33."
"RCD2","Melancholia","E112."
"RCD2","Reactive depression","E204."
"RCD2","Endogenous depression","E112."
"RCD2","Depression, Reactive, Psychotic","E130."
"RCD2","Agitated depression","E135."
"RCD2","Depressive disorder NEC in SNOMEDCT","E2B.."
"RCD2","Seasonal Affective Disorder","E118."
"RCD2","Depression, Bipolar","E115."
"RCD2","O/E - depressed","2257."
"RCD2","Chronic depression","E2B1."
"RCD2","Postviral depression","E2B0."
"RCD2","Low self-esteem","1B1N."
"SNOMEDCT_US","Other recurrent depressive disorders","192380004"
"SNOMEDCT_US","Recurrent depressive disorder, current episode mild","192375008"
"SNOMEDCT_US","Depressive disorder","192372006, 21061000119107, 35489007, 78667006, 192372006, 21061000119107, 35489007, 78667006"
"SNOMEDCT_US","Suicide attempt","158062004, 158073006, 219106009, 222000000, 287187001, 82313006"
"SNOMEDCT_US","Depressed mood","102895009, 139480000, 162196004, 267171009, 35489007, 366979004, 367204005, 41006004, 66446005"
"SNOMEDCT_US","Depressive episode, unspecified","192372006, 268706007, 192372006, 268706007"
"SNOMEDCT_US","Feeling suicidal (finding)","139586008, 225457007, 271950009, 6471006"
"SNOMEDCT_US","Loss of interest","247753000, 366968009, 367192008"
"SNOMEDCT_US","Recurrent major depressive episodes","191608002, 191609005, 191617002, 268621008, 66344007"
"SNOMEDCT_US","Single major depressive episode","191599006, 191600009, 191607007, 192366006, 268620009, 36923009"
"SNOMEDCT_US","Recurrent depression","154970001, 191616006"
"SNOMEDCT_US","Mood Disorders","192348001, 192391006, 268713007, 46206005, 74421008"
"SNOMEDCT_US","Mental Depression","154963001, 307537002"
"SNOMEDCT_US","Persistent mood affective disorder, unspecified","192382007, 192386005"
"SNOMEDCT_US","Dysthymic Disorder","192384008, 78667006"
"SNOMEDCT_US","Mixed anxiety and depressive disorder","154964007, 191707004, 192402009, 231504006"
"SNOMEDCT_US","Affective Disorders, Psychotic","154871001, 191580002, 191663008, 268749008, 441704009"
"SNOMEDCT_US","Severe recurrent major depression without psychotic features","192377000, 268708008, 36474008"
"SNOMEDCT_US","Moderate recurrent major depression","18818009, 192376009"
"SNOMEDCT_US","Mild major depression, single episode","191601008, 79298009"
"SNOMEDCT_US","Moderate major depression, single episode","15639000, 191602001"
"SNOMEDCT_US","Depression, Postpartum","147016002, 154889000, 191740008, 192475007, 268753005, 58703003"
"SNOMEDCT_US","Severe recurrent major depression with psychotic features","192378005, 268709000, 28475009"
"SNOMEDCT_US","Recurrent depressive disorder","192374007, 192381000, 268707003, 268710005"
"SNOMEDCT_US","Psychosis depressive","191580002"
"SNOMEDCT_US","Severe major depression, single episode, without psychotic features","76441001"
"SNOMEDCT_US","Severe major depression, single episode, with psychotic features","430852001"
"SNOMEDCT_US","Recurrent major depressive episodes, in partial or unspecified remission","191614009"
"SNOMEDCT_US","Melancholia","35489007"
"SNOMEDCT_US","Atypical depressive disorder","191659001, 192371004, 277538003"
"SNOMEDCT_US","Recurrent major depressive episodes, mild","191610000"
"SNOMEDCT_US","Reactive depression","154889000, 191740008, 192372006, 268753005, 87414006"
"SNOMEDCT_US","Other depressive episodes","192371004, 268705006"
"SNOMEDCT_US","Severe depressive episode with psychotic symptoms","192370003, 268704005"
"SNOMEDCT_US","Depression, Neurotic","78667006"
"SNOMEDCT_US","Recurrent major depression in remission","192379002, 68019004"
"SNOMEDCT_US","Endogenous depression","154873003, 191599006, 231498003, 300706003"
"SNOMEDCT_US","Depressive personality disorder","268756002"
"SNOMEDCT_US","Severe depressive episode without psychotic symptoms","192369004, 268702009"
"SNOMEDCT_US","Moderate depressive episode","192368007"
"SNOMEDCT_US","Depression, Reactive, Psychotic","191676002"
"SNOMEDCT_US","Mild depressive episode","192367002"
"SNOMEDCT_US","Chronic depressive personality disorder","442057004"
"SNOMEDCT_US","Drug-induced depressive state","191495003"
"SNOMEDCT_US","Premenstrual Dysphoric Disorder","596004"
"SNOMEDCT_US","Post-schizophrenic depression","192323004, 231485007"
"SNOMEDCT_US","Schizoaffective disorder, depressive type","192342000, 231492002, 84760002"
"SNOMEDCT_US","Manic-depressive psychosis, depressed type without psychotic symptoms","192377000, 310462009"
"SNOMEDCT_US","Masked depression","191665001, 231500002"
"SNOMEDCT_US","Severe depression","154967000, 310497006"
"SNOMEDCT_US","depression; endogenous, with psychotic symptoms","192378005"
"SNOMEDCT_US","Agitated depression","154872008, 191599006, 191681006, 268750008, 83458005"
"SNOMEDCT_US","Depressive disorder NEC in SNOMEDCT","192078003"
"SNOMEDCT_US","Recurrent major depression in partial remission","33135002"
"SNOMEDCT_US","Seasonal Affective Disorder","154876006, 154969002, 191655007, 192374007, 247803002"
"SNOMEDCT_US","Single episode agitated depression without psychotic symptoms","192369004, 310465006"
"SNOMEDCT_US","Single episode major depression without psychotic symptoms","192369004, 310466007"
"SNOMEDCT_US","Major Depressive Disorder","35489007, 370143000, 35489007, 370143000"
"SNOMEDCT_US","Depression, Bipolar","191627008"
"SNOMEDCT_US","Mild depression","154965008, 310495003, 390717003"
"SNOMEDCT_US","Moderate depression","154919005, 154966009, 310496002"
"SNOMEDCT_US","O/E - depressed","139947002, 162722001"
"SNOMEDCT_US","Postoperative depression","206773000, 82218004"
"SNOMEDCT_US","Chronic depression","192080009"
"SNOMEDCT_US","Postviral depression","192079006"
"SNOMEDCT_US","Depressive conduct disorder","192605002, 231542000"
"SNOMEDCT_US","Low self-esteem","139497006, 286647002"
"SCTSPA","Other recurrent depressive disorders","192380004"
"SCTSPA","Recurrent depressive disorder, current episode mild","192375008"
"SCTSPA","Depressive disorder","21061000119107, 35489007, 78667006, 21061000119107, 35489007, 78667006"
"SCTSPA","Suicide attempt","158073006, 287187001, 82313006"
"SCTSPA","Depressed mood","102895009, 366979004, 41006004, 66446005"
"SCTSPA","Depressive episode, unspecified","268706007, 268706007"
"SCTSPA","Feeling suicidal (finding)","225457007, 6471006"
"SCTSPA","Loss of interest","247753000, 713566001"
"SCTSPA","Recurrent major depressive episodes","191609005, 191617002, 268621008, 66344007"
"SCTSPA","Single major depressive episode","191600009, 191607007, 268620009, 36923009"
"SCTSPA","Recurrent depression","191616006"
"SCTSPA","Mood Disorders","268713007, 46206005"
"SCTSPA","Mental Depression","154963001, 307537002"
"SCTSPA","Persistent mood affective disorder, unspecified","192382007, 192386005"
"SCTSPA","Dysthymic Disorder","78667006"
"SCTSPA","Mixed anxiety and depressive disorder","231504006"
"SCTSPA","Affective Disorders, Psychotic","191663008, 441704009"
"SCTSPA","Severe recurrent major depression without psychotic features","268708008, 36474008"
"SCTSPA","Moderate recurrent major depression","18818009, 192376009"
"SCTSPA","Mild major depression, single episode","191601008, 79298009"
"SCTSPA","Moderate major depression, single episode","15639000, 191602001"
"SCTSPA","Depression, Postpartum","58703003"
"SCTSPA","Severe recurrent major depression with psychotic features","268709000, 28475009"
"SCTSPA","Recurrent depressive disorder","268707003, 268710005"
"SCTSPA","Severe major depression, single episode, without psychotic features","76441001"
"SCTSPA","Severe major depression, single episode, with psychotic features","430852001"
"SCTSPA","Recurrent major depressive episodes, in partial or unspecified remission","191614009"
"SCTSPA","Melancholia","35489007"
"SCTSPA","Atypical depressive disorder","191659001"
"SCTSPA","Recurrent major depressive episodes, mild","191610000"
"SCTSPA","Reactive depression","87414006"
"SCTSPA","Other depressive episodes","268705006"
"SCTSPA","Severe depressive episode with psychotic symptoms","268704005"
"SCTSPA","Depression, Neurotic","78667006"
"SCTSPA","Recurrent major depression in remission","192379002, 68019004"
"SCTSPA","Endogenous depression","300706003"
"SCTSPA","Severe depressive episode without psychotic symptoms","268702009"
"SCTSPA","Moderate depressive episode","192368007"
"SCTSPA","Depression, Reactive, Psychotic","191676002"
"SCTSPA","Mild depressive episode","192367002"
"SCTSPA","Chronic depressive personality disorder","442057004"
"SCTSPA","Drug-induced depressive state","191495003"
"SCTSPA","Premenstrual Dysphoric Disorder","596004"
"SCTSPA","Post-schizophrenic depression","231485007"
"SCTSPA","Schizoaffective disorder, depressive type","84760002"
"SCTSPA","Manic-depressive psychosis, depressed type without psychotic symptoms","310462009"
"SCTSPA","Masked depression","231500002"
"SCTSPA","Severe depression","310497006"
"SCTSPA","Agitated depression","83458005"
"SCTSPA","Depressive disorder NEC in SNOMEDCT","192078003"
"SCTSPA","Recurrent major depression in partial remission","33135002"
"SCTSPA","Seasonal Affective Disorder","247803002"
"SCTSPA","Single episode agitated depression without psychotic symptoms","310465006"
"SCTSPA","Single episode major depression without psychotic symptoms","310466007"
"SCTSPA","Major Depressive Disorder","35489007, 370143000, 35489007, 370143000"
"SCTSPA","Depression, Bipolar","191627008"
"SCTSPA","Mild depression","310495003"
"SCTSPA","Moderate depression","310496002"
"SCTSPA","O/E - depressed","162722001"
"SCTSPA","Postoperative depression","82218004"
"SCTSPA","Chronic depression","192080009"
"SCTSPA","Postviral depression","192079006"
"SCTSPA","Depressive conduct disorder","231542000"
"SCTSPA","Low self-esteem","286647002"
