"Coding_System","Concept_name","Code"
"ICD10/CM","Cerebral infarction due to embolism of right carotid artery","I63131"
"ICD10/CM","Cerebral infarction due to embolism of left carotid artery","I63132"
"ICD10/CM","Cerebral infarction due to embolism of unspecified carotid artery","I63139"
"ICD10/CM","Cerebral infarction due to embolism of other precerebral artery","I6319"
"ICD10/CM","Cerebral infarction due to unspecified occlusion or stenosis of unspecified precerebral arteries","I6320"
"ICD10/CM","Cerebral infarction due to unspecified occlusion or stenosis of right vertebral artery","I63211"
"ICD10/CM","Cerebral infarction due to unspecified occlusion or stenosis of left vertebral artery","I63212"
"ICD10/CM","Cerebral infarction due to unspecified occlusion or stenosis of unspecified vertebral artery","I63219"
"ICD10/CM","Cerebral infarction due to unspecified occlusion or stenosis of basilar artery","I6322"
"ICD10/CM","Cerebral infarction due to unspecified occlusion or stenosis of right carotid arteries","I63231"
"ICD10/CM","Cerebral infarction due to unspecified occlusion or stenosis of left carotid arteries","I63232"
"ICD10/CM","Cerebral infarction due to unspecified occlusion or stenosis of unspecified carotid artery","I63239"
"ICD10/CM","Cerebral infarction due to thrombosis of unspecified cerebral artery","I6330"
"ICD10/CM","Cerebral infarction due to thrombosis of right middle cerebral artery","I63311"
"ICD10/CM","Cerebral infarction due to thrombosis of left middle cerebral artery","I63312"
"ICD10/CM","Cerebral infarction due to thrombosis of unspecified middle cerebral artery","I63319"
"ICD10/CM","Cerebral infarction due to thrombosis of right anterior cerebral artery","I63321"
"ICD10/CM","Cerebral infarction due to thrombosis of left anterior cerebral artery","I63322"
"ICD10/CM","Cerebral infarction due to thrombosis of unspecified anterior cerebral artery","I63329"
"ICD10/CM","Cerebral infarction due to thrombosis of right posterior cerebral artery","I63331"
"ICD10/CM","Cerebral infarction due to thrombosis of left posterior cerebral artery","I63332"
"ICD10/CM","Cerebral infarction due to thrombosis of unspecified posterior cerebral artery","I63339"
"ICD10/CM","Cerebral infarction due to thrombosis of right cerebellar artery","I63341"
"ICD10/CM","Cerebral infarction due to thrombosis of left cerebellar artery","I63342"
"ICD10/CM","Cerebral infarction due to thrombosis of unspecified cerebellar artery","I63349"
"ICD10/CM","Cerebral infarction due to thrombosis of other cerebral artery","I6339"
"ICD10/CM","Cerebral infarction due to embolism of unspecified cerebral artery","I6340"
"ICD10/CM","Cerebral infarction due to embolism of right middle cerebral artery","I63411"
"ICD10/CM","Cerebral infarction due to embolism of left middle cerebral artery","I63412"
"ICD10/CM","Cerebral infarction due to embolism of unspecified middle cerebral artery","I63419"
"ICD10/CM","Cerebral infarction due to embolism of right anterior cerebral artery","I63421"
"ICD10/CM","Cerebral infarction due to embolism of left anterior cerebral artery","I63422"
"ICD10/CM","Cerebral infarction due to embolism of unspecified anterior cerebral artery","I63429"
"ICD10/CM","Cerebral infarction due to embolism of right posterior cerebral artery","I63431"
"ICD10/CM","Cerebral infarction due to embolism of left posterior cerebral artery","I63432"
"ICD10/CM","Cerebral infarction due to embolism of unspecified posterior cerebral artery","I63439"
"ICD10/CM","Cerebral infarction due to embolism of right cerebellar artery","I63441"
"ICD10/CM","Cerebral infarction due to embolism of left cerebellar artery","I63442"
"ICD10/CM","Cerebral infarction due to embolism of unspecified cerebellar artery","I63449"
"ICD10/CM","Cerebral infarction due to embolism of other cerebral artery","I6349"
"ICD10/CM","Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebral artery","I6350"
"ICD10/CM","Cerebral infarction due to unspecified occlusion or stenosis of right middle cerebral artery","I63511"
"ICD10/CM","Cerebral infarction due to unspecified occlusion or stenosis of left middle cerebral artery","I63512"
"ICD10/CM","Cerebral infarction due to unspecified occlusion or stenosis of unspecified middle cerebral artery","I63519"
"ICD10/CM","Cerebral infarction due to unspecified occlusion or stenosis of right anterior cerebral artery","I63521"
"ICD10/CM","Cerebral infarction due to unspecified occlusion or stenosis of left anterior cerebral artery","I63522"
"ICD10/CM","Cerebral infarction due to unspecified occlusion or stenosis of unspecified anterior cerebral artery","I63529"
"ICD10/CM","Cerebral infarction due to unspecified occlusion or stenosis of right posterior cerebral artery","I63531"
"ICD10/CM","Cerebral infarction due to unspecified occlusion or stenosis of left posterior cerebral artery","I63532"
"ICD10/CM","Cerebral infarction due to unspecified occlusion or stenosis of unspecified posterior cerebral artery","I63539"
"ICD10/CM","Cerebral infarction due to unspecified occlusion or stenosis of right cerebellar artery","I63541"
"ICD10/CM","Cerebral infarction due to unspecified occlusion or stenosis of left cerebellar artery","I63542"
"ICD10/CM","Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebellar artery","I63549"
"ICD10/CM","Cerebral infarction due to unspecified occlusion or stenosis of other cerebral artery","I6359"
"ICPC2P","intracranial rupture","K90014"
"ICPC2P","Cerebral Infarction","K90010"
"ICPC2P","Seizures","N07001, N07002, N07003"
"ICPC2P","Cerebrovascular accident","K90002, K90017, K90024"
"ICPC2P","Syncope","A06003, A06005, A06009, A06012"
"ICPC","Cerebrovascular accident","K90"
"ICPC","Syncope","A06"
"ICD10/CM","Syncope","R55"
"RCD2","Pseudotumor Cerebri","F282."
"RCD2","Seizures","R003."
"RCD2","Generalized seizures","F25H."
"RCD2","Cerebrovascular accident","G66.."
"RCD2","Syncope","R002."
"RCD","Pseudotumor Cerebri","F282."
"RCD","Seizures","R003."
"RCD","Syncope","R002."
"SCTSPA","Cerebral Infarction","266256009, 432504007"
"SCTSPA","Pseudotumor Cerebri","68267002"
"SCTSPA","Seizures","206732001, 206735004, 206738002, 32631004, 91175000"
"SCTSPA","Generalized seizures","246545002, 78538003"
"SCTSPA","Cerebrovascular accident","230690007, 270883006, 313267000, 82797006"
"SCTSPA","Syncope","206725005, 206727002, 206731008, 271594007, 271785004, 272030005, 29423006, 309585006"
"SCTSPA","Other cerebral infarction","195600003"
"SCTSPA","Cerebral infarction due to cerebral venous thrombosis, non-pyogenic","195230003"
"SNOMEDCT_US","Cerebral Infarction","155405006, 195188006, 195191006, 20059004, 266256009, 266315008, 432504007"
"SNOMEDCT_US","Pseudotumor Cerebri","155052007, 267701004, 68267002"
"SNOMEDCT_US","Seizures","158138006, 158141002, 158142009, 206732001, 206735004, 206738002, 271788002, 312078006, 313290005, 32631004, 91175000"
"SNOMEDCT_US","Generalized seizures","246545002, 78538003"
"SNOMEDCT_US","Cerebrovascular accident","155388006, 155405006, 195208004, 230690007, 266312006, 266315008, 270883006, 313267000, 82797006"
"SNOMEDCT_US","Syncope","139532000, 158133002, 158135009, 158137001, 162263008, 206725005, 206727002, 206731008, 271211004, 271594007, 271785004, 272030005, 29423006, 309585006"
"SNOMEDCT_US","Other cerebral infarction","195600003"
"SNOMEDCT_US","Cerebral infarction due to cerebral venous thrombosis, non-pyogenic","195230003"
