"","YM","N","Freq","rates","masked"
"59","2014-11",36,4445,0.00809898762654668,0
"60","2014-12",0,4445,0,0
"61","2015-01",18,4459,0.00403677954698363,0
"62","2015-02",27,4459,0.00605516932047544,0
"63","2015-03",18,4450,0.00404494382022472,0
"64","2015-04",18,4450,0.00404494382022472,0
"65","2015-05",18,4464,0.00403225806451613,0
"66","2015-06",10,4446,0.00224921277552856,0
"67","2015-07",58,4420,0.0131221719457014,0
"68","2015-08",28,4412,0.00634632819582956,0
"69","2015-09",18,4386,0.00410396716826265,0
"70","2015-10",9,4368,0.00206043956043956,0
"71","2015-11",0,4359,0,0
"72","2015-12",0,4341,0,0
"73","2016-01",36,4323,0.00832755031228314,0
"74","2016-02",18,4301,0.00418507323878168,0
"75","2016-03",27,4292,0.00629077353215284,0
"76","2016-04",18,4297,0.00418896904817314,0
"77","2016-05",0,4270,0,0
"78","2016-06",18,4234,0.00425129900803023,0
"79","2016-07",0,4248,0,0
"80","2016-08",18,4249,0.00423629089197458,0
"81","2016-09",0,4231,0,0
"82","2016-10",0,4231,0,0
"83","2016-11",36,4226,0.00851869380028396,0
"84","2016-12",0,4235,0,0
"85","2017-01",27,4199,0.0064301024053346,0
"86","2017-02",36,4199,0.00857346987377947,0
"87","2017-03",0,4199,0,0
"88","2017-04",18,4181,0.00430519014589811,0
"89","2017-05",0,4168,0,0
"90","2017-06",20,4151,0.00481811611659841,0
"91","2017-07",10,4138,0.00241662638956017,0
"92","2017-08",0,4103,0,0
"93","2017-09",20,4089,0.00489117143555882,0
"94","2017-10",10,4084,0.00244857982370225,0
"95","2017-11",10,4048,0.0024703557312253,0
"96","2017-12",0,4052,0,0
"97","2018-01",10,4030,0.00248138957816377,0
"98","2018-02",29,4017,0.00721931789892955,0
"99","2018-03",20,4017,0.00497883993029624,0
"100","2018-04",0,4008,0,0
"101","2018-05",15,3991,0.00375845652718617,0
"102","2018-06",0,3982,0,0
"103","2018-07",19,3946,0.00481500253421186,0
"104","2018-08",0,3928,0,0
"105","2018-09",0,3915,0,0
"106","2018-10",29,3906,0.00742447516641065,0
"107","2018-11",5,3884,0.00128733264675592,0
"108","2018-12",0,3866,0,0
"109","2019-01",20,3866,0.00517330574236937,0
"110","2019-02",9,3857,0.00233341975628727,0
"111","2019-03",29,3848,0.00753638253638254,0
"112","2019-04",47,3830,0.0122715404699739,0
"113","2019-05",0,3830,0,0
"114","2019-06",25,3825,0.0065359477124183,0
"115","2019-07",14,3812,0.00367261280167891,0
"116","2019-08",44,3808,0.0115546218487395,0
"117","2019-09",20,3804,0.00525762355415352,0
"118","2019-10",56,3804,0.0147213459516299,0
"119","2019-11",24,3805,0.00630749014454665,0
"120","2019-12",24,3805,0.00630749014454665,0
"121","2020-01",24,3778,0.00635256749602965,0
"122","2020-02",10,3769,0.00265322366675511,0
"123","2020-03",10,3774,0.00264970853206147,0
"124","2020-04",0,3774,0,0
"125","2020-05",0,3792,0,0
"126","2020-06",0,3756,0,0
"127","2020-07",0,3756,0,0
"128","2020-08",0,3751,0,0
"129","2020-09",0,3733,0,0
"130","2020-10",0,3742,0,0
"131","2020-11",0,3728,0,0
"132","2020-12",0,3723,0,0
