"","YM","N","Freq","rates","masked"
"61","2015-01",27,4459,0.00605516932047544,0
"62","2015-02",18,4459,0.00403677954698363,0
"63","2015-03",18,4450,0.00404494382022472,0
"64","2015-04",9,4450,0.00202247191011236,0
"65","2015-05",18,4464,0.00403225806451613,0
"66","2015-06",9,4446,0.00202429149797571,0
"67","2015-07",18,4420,0.00407239819004525,0
"68","2015-08",32,4412,0.00725294650951949,0
"69","2015-09",50,4386,0.0113999088007296,0
"70","2015-10",0,4368,0,0
"71","2015-11",23,4359,0.00527643955035559,0
"72","2015-12",54,4341,0.0124395300621977,0
"73","2016-01",18,4323,0.00416377515614157,0
"74","2016-02",0,4301,0,0
"75","2016-03",63,4292,0.0146784715750233,0
"76","2016-04",42,4297,0.009774261112404,0
"77","2016-05",32,4270,0.00749414519906323,0
"78","2016-06",18,4234,0.00425129900803023,0
"79","2016-07",36,4248,0.00847457627118644,0
"80","2016-08",0,4249,0,0
"81","2016-09",27,4231,0.00638147010163082,0
"82","2016-10",36,4231,0.00850862680217443,0
"83","2016-11",9,4226,0.00212967345007099,0
"84","2016-12",18,4235,0.00425029515938607,0
"85","2017-01",36,4199,0.00857346987377947,0
"86","2017-02",9,4199,0.00214336746844487,0
"87","2017-03",9,4199,0.00214336746844487,0
"88","2017-04",45,4181,0.0107629753647453,0
"89","2017-05",13,4168,0.0031190019193858,0
"90","2017-06",18,4151,0.00433630450493857,0
"91","2017-07",18,4138,0.00434992750120831,0
"92","2017-08",27,4103,0.00658055081647575,0
"93","2017-09",27,4089,0.0066030814380044,0
"94","2017-10",9,4084,0.00220372184133203,0
"95","2017-11",23,4048,0.00568181818181818,0
"96","2017-12",27,4052,0.00666337611056269,0
"97","2018-01",18,4030,0.00446650124069479,0
"98","2018-02",18,4017,0.00448095593726662,0
"99","2018-03",32,4017,0.00796614388847399,0
"100","2018-04",41,4008,0.0102295409181637,0
"101","2018-05",14,3991,0.00350789275870709,0
"102","2018-06",32,3982,0.00803616273229533,0
"103","2018-07",9,3946,0.00228079067410035,0
"104","2018-08",23,3928,0.00585539714867617,0
"105","2018-09",27,3915,0.00689655172413793,0
"106","2018-10",32,3906,0.00819252432155658,0
"107","2018-11",27,3884,0.00695159629248198,0
"108","2018-12",18,3866,0.00465597516813244,0
"109","2019-01",9,3866,0.00232798758406622,0
"110","2019-02",19,3857,0.00492610837438424,0
"111","2019-03",29,3848,0.00753638253638254,0
"112","2019-04",32,3830,0.00835509138381201,0
"113","2019-05",18,3830,0.00469973890339426,0
"114","2019-06",24,3825,0.00627450980392157,0
"115","2019-07",0,3812,0,0
"116","2019-08",0,3808,0,0
"117","2019-09",10,3804,0.00262881177707676,0
"118","2019-10",28,3804,0.00736067297581493,0
"119","2019-11",0,3805,0,0
"120","2019-12",32,3805,0.00840998685939553,0
"121","2020-01",15,3778,0.00397035468501853,0
"122","2020-02",0,3769,0,0
"123","2020-03",14,3774,0.00370959194488606,0
"124","2020-04",0,3774,0,0
"125","2020-05",0,3792,0,0
"126","2020-06",0,3756,0,0
"127","2020-07",0,3756,0,0
"128","2020-08",0,3751,0,0
"129","2020-09",0,3733,0,0
"130","2020-10",0,3742,0,0
"131","2020-11",0,3728,0,0
"132","2020-12",0,3723,0,0
