"","YM","N","Freq","rates","masked"
"109","2019-01",45,3866,0.0116399379203311,0
"110","2019-02",54,3857,0.0140005185377236,0
"111","2019-03",45,3848,0.0116943866943867,0
"112","2019-04",45,3830,0.0117493472584856,0
"113","2019-05",45,3830,0.0117493472584856,0
"114","2019-06",45,3825,0.0117647058823529,0
"115","2019-07",45,3812,0.0118048268625393,0
"116","2019-08",45,3808,0.0118172268907563,0
"117","2019-09",54,3804,0.0141955835962145,0
"118","2019-10",45,3804,0.0118296529968454,0
"119","2019-11",45,3805,0.011826544021025,0
"120","2019-12",45,3805,0.011826544021025,0
"121","2020-01",45,3778,0.0119110640550556,0
"122","2020-02",45,3769,0.011939506500398,0
"123","2020-03",45,3774,0.0119236883942766,0
"124","2020-04",45,3774,0.0119236883942766,0
"125","2020-05",45,3792,0.0118670886075949,0
"126","2020-06",45,3756,0.0119808306709265,0
"127","2020-07",0,3756,0,0
"128","2020-08",0,3751,0,0
"129","2020-09",0,3733,0,0
"130","2020-10",0,3742,0,0
"131","2020-11",0,3728,0,0
"132","2020-12",0,3723,0,0
