"event_definition","Coding_system","Codes"
"Mania with psychotic symptoms","RCD2","Eu302"
"Other manic episodes","RCD2","Eu30y"
"Manic episode, unspecified","RCD2","Eu30z, Eu30z"
"Bipolar I disorder, most recent episode hypomanic","RCD2","Eu310"
"Bipolar affective disorder, current episode manic without psychotic symptoms","RCD2","Eu311, Eu311"
"Bipolar affective disorder, current episode manic with psychotic symptoms","RCD2","Eu312"
"Bipolar affective disorder, current episode mild or moderate depression","RCD2","Eu313"
"Bipolar affective disorder, current episode severe depression without psychotic symptoms","RCD2","Eu314"
"Bipolar affective disorder, current episode mixed","RCD2","Eu316"
"Other bipolar affective disorders","RCD2","Eu319, Eu31y"
"Bipolar II disorder","RCD2","Eu319"
"Bipolar Disorder","SCTSPA","13746004, 191646009, 191647000, 191654006, 192365005"
"Cyclothymic Disorder","SCTSPA","14697007, 76105009, 191752001, 191755004, 386798001"
"Mixed bipolar I disorder","SCTSPA","16506000"
"Bipolar I disorder, most recent episode hypomanic","SCTSPA","31446002"
"Manic Disorder","SCTSPA","68569003, 68569003, 767635003, 767635003"
"Bipolar II disorder","SCTSPA","83225003"
"Recurrent manic episodes","SCTSPA","191590005, 191591009, 191598003"
"Bipolar affective disorder, current episode manic","SCTSPA","191618007"
"Depression, Bipolar","SCTSPA","191627008"
"Bipolar disorder, mixed","SCTSPA","191636007, 191644007"
"Unspecified bipolar affective disorder, mild","SCTSPA","191648005"
"Unspecified bipolar affective disorder, moderate","SCTSPA","191649002"
"Unspecified bipolar affective disorder, severe, without mention of psychosis","SCTSPA","191650002"
"Unspecified bipolar affective disorder, severe, with psychosis","SCTSPA","191651003"
"Unspecified bipolar affective disorder, in partial or unspecified remission","SCTSPA","191652005"
"Unspecified manic-depressive psychoses","SCTSPA","191657004"
"Atypical manic disorder","SCTSPA","191658009"
"Other mixed manic-depressive psychoses","SCTSPA","191660006"
"Affective Disorders, Psychotic","SCTSPA","191663008, 441704009"
"Mania without psychotic symptoms","SCTSPA","192351008"
"Other manic episodes","SCTSPA","192353006"
"Bipolar affective disorder, current episode manic without psychotic symptoms","SCTSPA","192356003, 192356003"
"Bipolar affective disorder, current episode manic with psychotic symptoms","SCTSPA","192357007"
"Bipolar affective disorder, current episode mild or moderate depression","SCTSPA","192358002"
"Bipolar affective disorder, current episode severe depression without psychotic symptoms","SCTSPA","192359005"
"Bipolar affective disorder, current episode mixed","SCTSPA","192362008"
"Manic","SCTSPA","231494001"
"Hypomania","SCTSPA","231496004, 281257007"
"Mania with psychotic symptoms","SCTSPA","268699002"
"Manic episode, unspecified","SCTSPA","268700001, 268700001"
"Other bipolar affective disorders","SCTSPA","268701002"
"Bipolar Disorder","SNOMEDCT_US","13746004, 154871001, 191646009, 191647000, 191654006, 192355004, 192365005, 268749008"
"Cyclothymic Disorder","SNOMEDCT_US","14697007, 76105009, 191751008, 191752001, 191754000, 191755004, 192383002, 268756002, 286737005, 386798001"
"Mixed bipolar I disorder","SNOMEDCT_US","16506000"
"Bipolar I disorder, most recent episode hypomanic","SNOMEDCT_US","31446002"
"Manic Disorder","SNOMEDCT_US","68569003, 68569003"
"Bipolar II disorder","SNOMEDCT_US","83225003, 231497008"
"Affective Disorders, Psychotic","SNOMEDCT_US","154871001, 191580002, 191663008, 268749008, 441704009"
"Hypomania","SNOMEDCT_US","154872008, 192350009, 231496004, 268750008"
"Manic","SNOMEDCT_US","154872008, 231494001, 268750008"
"Recurrent manic episodes","SNOMEDCT_US","191590005, 191591009, 191598003, 192364009"
"Bipolar affective disorder, current episode manic","SNOMEDCT_US","191618007"
"Depression, Bipolar","SNOMEDCT_US","191627008"
"Bipolar disorder, mixed","SNOMEDCT_US","191636007, 191644007"
"Unspecified bipolar affective disorder, mild","SNOMEDCT_US","191648005"
"Unspecified bipolar affective disorder, moderate","SNOMEDCT_US","191649002"
"Unspecified bipolar affective disorder, severe, without mention of psychosis","SNOMEDCT_US","191650002"
"Unspecified bipolar affective disorder, severe, with psychosis","SNOMEDCT_US","191651003"
"Unspecified bipolar affective disorder, in partial or unspecified remission","SNOMEDCT_US","191652005"
"Unspecified manic-depressive psychoses","SNOMEDCT_US","191657004"
"Atypical manic disorder","SNOMEDCT_US","191658009"
"Other mixed manic-depressive psychoses","SNOMEDCT_US","191660006"
"disorder; bipolar, single manic episode","SNOMEDCT_US","192349009"
"Manic episode, unspecified","SNOMEDCT_US","192349009, 192349009, 192354000, 192354000, 268700001, 268700001"
"Mania without psychotic symptoms","SNOMEDCT_US","192351008"
"Mania with psychotic symptoms","SNOMEDCT_US","192352001, 268699002"
"Other manic episodes","SNOMEDCT_US","192353006"
"Bipolar affective disorder, current episode manic without psychotic symptoms","SNOMEDCT_US","192356003, 192356003"
"Bipolar affective disorder, current episode manic with psychotic symptoms","SNOMEDCT_US","192357007"
"Bipolar affective disorder, current episode mild or moderate depression","SNOMEDCT_US","192358002"
"Bipolar affective disorder, current episode severe depression without psychotic symptoms","SNOMEDCT_US","192359005"
"Bipolar affective disorder, current episode mixed","SNOMEDCT_US","192362008"
"Other bipolar affective disorders","SNOMEDCT_US","192364009, 268701002"
