"event_definition","Coding_system","Codes"
"Acute gastric ulcer with hemorrhage and perforation","RCD2","J1103"
"Acute duodenal ulcer with hemorrhage","RCD2","J1201"
"Acute duodenal ulcer with hemorrhage AND perforation","RCD2","J1203"
"Acute gastrojejunal ulcer with hemorrhage","RCD2","J1401"
"Acute gastrojejunal ulcer with hemorrhage and perforation","RCD2","J1403"
"Acute peptic ulcer with hemorrhage","RCD2","J1301"
"Acute peptic ulcer with hemorrhage and perforation","RCD2","J1303"
"Chronic ulcerative rectosigmoiditis","RCD2","J410."
"Other ulcerative colitis","RCD2","Jyu41"
"Chronic ulcerative proctitis","RCD2","J4103"
"Pancreatitis, Acute","ICD10/CM","K85.9, K85"
"Ulcerative Colitis","ICD10/CM","K51.9, K51"
"Gastrointestinal Hemorrhage","ICD10/CM","K92.2"
"Hematemesis","ICD10/CM","K92.0"
"Hemorrhage of rectum and anus","ICD10/CM","K62.5"
"Irritable Bowel Syndrome","ICD10/CM","K58.9, K58"
"Pancreatitis","ICD10/CM","K85.9"
"Acute gastric ulcer with hemorrhage","ICD10/CM","K25.0"
"Acute gastric ulcer with hemorrhage and perforation","ICD10/CM","K25.2"
"Gastric ulcer chronic or unspecified with hemorrhage","ICD10/CM","K25.4"
"Acute duodenal ulcer with hemorrhage","ICD10/CM","K26.0"
"Acute duodenal ulcer with hemorrhage AND perforation","ICD10/CM","K26.2"
"Duodenal ulcer, chronic or unspecified with hemorrhage","ICD10/CM","K26.4"
"Acute gastrojejunal ulcer with hemorrhage","ICD10/CM","K28.0"
"Acute gastrojejunal ulcer with hemorrhage and perforation","ICD10/CM","K28.2"
"Chronic or unspecified gastrojejunal ulcer with haemorrhage","ICD10/CM","K28.4"
"Acute peptic ulcer with hemorrhage","ICD10/CM","K27.0"
"Acute peptic ulcer with hemorrhage and perforation","ICD10/CM","K27.2"
"Chronic ulcerative enterocolitis","ICD10/CM","K51.0"
"Chronic ulcerative ileocolitis","ICD10/CM","K51.1"
"Chronic ulcerative rectosigmoiditis","ICD10/CM","K51.3, K51.30"
"Hemorrhagic duodenitis","ICD10/CM","K29.81"
"Other ulcerative colitis","ICD10/CM","K51.8"
"Gastric ulcer, chronic or unspecified with both hemorrhage and perforation","ICD10/CM","K25.6"
"Duodenal ulcer, chronic or unspecified with both hemorrhage and perforation","ICD10/CM","K26.6"
"Chronic or unspecified peptic ulcer of unspecified site with haemorrhage","ICD10/CM","K27.4"
"Peptic ulcer, chronic or unspecified with both hemorrhage and perforation","ICD10/CM","K27.6"
"Gastrojejunal ulcer, chronic or unspecified with both hemorrhage and perforation","ICD10/CM","K28.6"
"Acute hemorrhagic gastritis","ICD10/CM","K29.0"
"Chronic ulcerative proctitis","ICD10/CM","K51.20, K51.2"
"Pancreatitis, Acute","RCD","J670., J6700, XE0bH"
"Ulcerative Colitis","RCD","J41z., XE0ag"
"Gastrointestinal Diseases","RCD","J...., X30BN, Xa3fq"
"Gastrointestinal Hemorrhage","RCD","J68.., J68zz, XE0bJ"
"Hematemesis","RCD","J680."
"Hemorrhage of rectum and anus","RCD","J573z, XE0b0"
"Inflammatory Bowel Diseases","RCD","XE0ae"
"Irritable Bowel Syndrome","RCD","XE0as"
"Pancreatitis","RCD","X308h"
"Ulcerative enterocolitis","RCD","X3030"
"Acute gastric ulcer with hemorrhage","RCD","J1101"
"Acute gastric ulcer with hemorrhage and perforation","RCD","J1103"
"Acute duodenal ulcer with hemorrhage","RCD","J1201"
"Acute duodenal ulcer with hemorrhage AND perforation","RCD","J1203"
"Acute gastrojejunal ulcer with hemorrhage","RCD","J1401"
"Acute gastrojejunal ulcer with hemorrhage and perforation","RCD","J1403"
"Acute peptic ulcer with hemorrhage","RCD","J1301"
"Acute peptic ulcer with hemorrhage and perforation","RCD","J1303"
"Chronic ulcerative rectosigmoiditis","RCD","J410."
"Hemorrhagic duodenitis","RCD","X302H"
"Other ulcerative colitis","RCD","Jyu41"
"Blood in stool","RCD","XE0rJ"
"Chronic ulcerative proctitis","RCD","J4103"
"Pancreatitis, Acute","SCTSPA","197456007, 197457003, 266476001, 39726008"
"Ulcerative Colitis","SCTSPA","196996008, 27701000, 64766004, 68195006"
"Gastrointestinal Diseases","SCTSPA","119292006, 155799006, 286978000"
"Gastrointestinal Hemorrhage","SCTSPA","155840004, 197475002, 266477005, 74474003"
"Hematemesis","SCTSPA","8765009"
"Hemorrhage of rectum and anus","SCTSPA","197222003, 266464001"
"Inflammatory Bowel Diseases","SCTSPA","24526004"
"Irritable Bowel Syndrome","SCTSPA","10743008"
"Pancreatitis","SCTSPA","75694006"
"Ulcerative enterocolitis","SCTSPA","235714007"
"Acute gastric ulcer with hemorrhage","SCTSPA","196629007, 89748001"
"Acute gastric ulcer with hemorrhage and perforation","SCTSPA","196631003, 48974009"
"Acute duodenal ulcer with hemorrhage","SCTSPA","12847006, 196654007"
"Acute duodenal ulcer with hemorrhage AND perforation","SCTSPA","196657000, 86895006"
"Acute gastrojejunal ulcer with hemorrhage","SCTSPA","196709002, 63954007"
"Acute gastrojejunal ulcer with hemorrhage and perforation","SCTSPA","196711006, 81387001"
"Acute peptic ulcer with hemorrhage","SCTSPA","12274003, 196684004"
"Acute peptic ulcer with hemorrhage and perforation","SCTSPA","111353003, 196686002"
"Chronic ulcerative enterocolitis","SCTSPA","15342002"
"Chronic ulcerative ileocolitis","SCTSPA","13470001"
"Chronic ulcerative rectosigmoiditis","SCTSPA","52506002"
"Hemorrhagic duodenitis","SCTSPA","715834004, 95531001"
"Other ulcerative colitis","SCTSPA","197535008"
"Chronic left-sided ulcerative colitis","SCTSPA","441971007"
"Blood in stool","SCTSPA","72256005"
"Acute hemorrhagic gastritis","SCTSPA","182945005, 2367005"
"Chronic ulcerative proctitis","SCTSPA","52231000"
"Pancreatitis, Acute","SNOMEDCT_US","155834006, 197456007, 197457003, 197461009, 266476001, 39726008"
"Ulcerative Colitis","SNOMEDCT_US","155764007, 196985000, 196988003, 196996008, 266447004, 27701000, 64766004, 68195006"
"Gastrointestinal Diseases","SNOMEDCT_US","119292006, 155629009, 155799006, 155806004, 25374005, 266483008, 266534007, 286978000, 53619000, 84410009"
"Gastrointestinal Hemorrhage","SNOMEDCT_US","155837004, 155840004, 197471006, 197475002, 266477005, 74474003"
"Hematemesis","SNOMEDCT_US","155838009, 249498003, 8765009"
"Hemorrhage of rectum and anus","SNOMEDCT_US","155804001, 197219000, 197222003, 266464001, 266532006"
"Inflammatory Bowel Diseases","SNOMEDCT_US","155759008, 196974002, 24526004, 266516008"
"Irritable Bowel Syndrome","SNOMEDCT_US","10743008, 155783000, 192434000, 197124009, 266525002"
"Pancreatitis","SNOMEDCT_US","197461009, 393591004, 75694006"
"Ulcerative enterocolitis","SNOMEDCT_US","196991003, 235714007"
"Acute gastric ulcer with hemorrhage","SNOMEDCT_US","155682002, 196629007, 89748001"
"Acute gastric ulcer with hemorrhage and perforation","SNOMEDCT_US","155684001, 196631003, 48974009"
"Acute duodenal ulcer with hemorrhage","SNOMEDCT_US","12847006, 155692005, 196654007"
"Acute duodenal ulcer with hemorrhage AND perforation","SNOMEDCT_US","155694006, 196657000, 86895006"
"Acute gastrojejunal ulcer with hemorrhage","SNOMEDCT_US","196709002, 63954007"
"Acute gastrojejunal ulcer with hemorrhage and perforation","SNOMEDCT_US","196711006, 81387001"
"Acute peptic ulcer with hemorrhage","SNOMEDCT_US","12274003, 155702008, 196684004"
"Acute peptic ulcer with hemorrhage and perforation","SNOMEDCT_US","111353003, 155704009, 196686002"
"Chronic ulcerative enterocolitis","SNOMEDCT_US","15342002"
"Chronic ulcerative ileocolitis","SNOMEDCT_US","13470001"
"Chronic ulcerative rectosigmoiditis","SNOMEDCT_US","52506002"
"Hemorrhagic duodenitis","SNOMEDCT_US","715834004, 95531001"
"Other ulcerative colitis","SNOMEDCT_US","197535008"
"Chronic left-sided ulcerative colitis","SNOMEDCT_US","441971007"
"Blood in stool","SNOMEDCT_US","139370000, 144854009, 162094003, 167628000, 197470007, 275783003, 2901004, 72256005"
"Acute hemorrhagic gastritis","SNOMEDCT_US","182945005, 18338004, 196732003, 2367005"
"Chronic ulcerative proctitis","SNOMEDCT_US","52231000"
"Hematemesis","ICPC","D14"
"Irritable Bowel Syndrome","ICPC","D93"
"Chronic enteritis/ulcerative colitis","ICPC","D94"
