"Coding_System","Concept_name","Code"
"RCD2","Female infertility of cervical origin","K5B4."
"RCD2","Female infertility of vaginal origin","K5B5."
"RCD2","Female infertility of pituitary - hypothalamic origin","K5B1."
"RCD2","Subfertility, Female","K5B.."
"RCD2","Failure to conceive due to infertility of male partner","K5B6."
"RCD2","Female Sterilization","61H.."
"RCD2","Laparoscopic sterilization","7E1D."
"RCD","Prolapse of vaginal vault after hysterectomy","K515."
"RCD2","Prolapse of vaginal vault after hysterectomy","K515."
"RCD2","Vaginal hysterectomy","7E05."
"RCD2","Abdominal hysterectomy","7E04."
"SNOMEDCT_US","Removal of remaining fallopian tube","149824002, 307264000"
"SNOMEDCT_US","Congenital absence of uterus","17142008, 204844007, 204845008"
"SNOMEDCT_US","Female tuberculous pelvic inflammatory disease","198241002"
"SNOMEDCT_US","Female infertility","156059009, 156065009, 156067001, 198472001, 266679002, 6738008"
"SNOMEDCT_US","Female infertility of tubal origin","156062007, 198455008, 39446004"
"SNOMEDCT_US","Female infertility of uterine origin","156063002, 198458005, 26899006"
"SNOMEDCT_US","Female infertility associated with anovulation","111421008, 156060004, 198444008, 198447001, 227561004, 266609001"
"SNOMEDCT_US","Other female infertility NOS","198468000, 198471008, 266610006"
"SNOMEDCT_US","Female infertility of cervical origin","198461006, 3160009"
"SNOMEDCT_US","Female infertility of vaginal origin","198463009, 198466001, 30826006"
"SNOMEDCT_US","Female infertility of pituitary - hypothalamic origin","156061000, 198448006, 84310005"
"SNOMEDCT_US","Subfertility, Female","198471008"
"SNOMEDCT_US","Secondary female infertility","30238006"
"SNOMEDCT_US","Female infertility of other origin","198597000"
"SNOMEDCT_US","Failure to conceive due to infertility of male partner","198467005, 237144000, 414187003"
"SNOMEDCT_US","Female sterility","10114008"
"SNOMEDCT_US","Primary female infertility","5084002"
"SNOMEDCT_US","Female infertility with genitourinary tract disorder, NOS","156058001, 286994007"
"SNOMEDCT_US","Endocrine female infertility","237800001"
"SNOMEDCT_US","Female infertility - cervical/vaginal","156064008, 286995008"
"SNOMEDCT_US","Unexplained infertility","237145004"
"SNOMEDCT_US","Female infertility due to ovulatory disorder","237139007"
"SNOMEDCT_US","Female Reproductive System Disorder","363124003"
"SNOMEDCT_US","Female infertility due to antisperm antibody","414238007"
"SNOMEDCT_US","Female infertility due to disorder of pituitary gland","39591000119109"
"SNOMEDCT_US","Female infertility due to nonimplantation","35308000"
"SNOMEDCT_US","Female infertility due to advanced maternal age","428008002"
"SNOMEDCT_US","Female infertility due to diminished ovarian reserve","427547007"
"SNOMEDCT_US","Luteal phase defect","237141008"
"SNOMEDCT_US","Female Sterilization","146782009, 150438000, 169549004, 265908004, 287663004, 60890002"
"SNOMEDCT_US","Encounter due to sterilization","315928002"
"SNOMEDCT_US","Laparoscopic sterilization","150438000, 16226000, 265908004"
"SNOMEDCT_US","Tubal Ligation","150436001, 77543007"
"SCTSPA","Removal of remaining fallopian tube","307264000"
"SCTSPA","Congenital absence of uterus","17142008"
"SCTSPA","Female tuberculous pelvic inflammatory disease","198241002"
"SCTSPA","Female infertility","156065009, 156067001, 198472001, 6738008"
"SCTSPA","Female infertility of tubal origin","198455008, 39446004"
"SCTSPA","Female infertility of uterine origin","198458005, 26899006"
"SCTSPA","Female infertility associated with anovulation","111421008, 198447001, 227561004, 266609001"
"SCTSPA","Other female infertility NOS","198468000, 266610006"
"SCTSPA","Female infertility of cervical origin","198461006, 3160009"
"SCTSPA","Female infertility of vaginal origin","198466001, 30826006"
"SCTSPA","Female infertility of pituitary - hypothalamic origin","198448006, 84310005"
"SCTSPA","Secondary female infertility","30238006"
"SCTSPA","Female infertility of other origin","198597000"
"SCTSPA","Failure to conceive due to infertility of male partner","237144000, 414187003"
"SCTSPA","Female sterility","10114008"
"SCTSPA","Primary female infertility","5084002"
"SCTSPA","Female infertility with genitourinary tract disorder, NOS","156058001, 286994007"
"SCTSPA","Endocrine female infertility","237800001"
"SCTSPA","Female infertility - cervical/vaginal","286995008"
"SCTSPA","Unexplained infertility","237145004"
"SCTSPA","Female infertility due to ovulatory disorder","237139007"
"SCTSPA","Female Reproductive System Disorder","363124003"
"SCTSPA","Female infertility due to antisperm antibody","414238007"
"SCTSPA","Female infertility due to disorder of pituitary gland","39591000119109"
"SCTSPA","Female infertility due to nonimplantation","35308000"
"SCTSPA","Female infertility due to advanced maternal age","428008002"
"SCTSPA","Female infertility due to diminished ovarian reserve","427547007"
"SCTSPA","Luteal phase defect","237141008"
"SCTSPA","Female Sterilization","169549004, 287663004, 60890002"
"SCTSPA","Encounter due to sterilization","315928002"
"SCTSPA","Laparoscopic sterilization","16226000"
"SCTSPA","Tubal Ligation","77543007"
"SNOMEDCT_US","Prolapse of vaginal vault after hysterectomy","198271005, 42116007"
"SNOMEDCT_US","Hysterectomy","149870009, 149878002, 22650008, 236886002, 287922008"
"SNOMEDCT_US","Total abdominal hysterectomy","116143008, 149872001, 22650008"
"SNOMEDCT_US","Total abdominal hysterectomy with bilateral salpingo-oophorectomy","116144002, 149877007, 176796007, 176799000"
"SNOMEDCT_US","Total abdominal hysterectomy NEC","176794005, 303709006"
"SNOMEDCT_US","Wertheim operation","176790001, 307771009, 361223008, 54337002"
"SNOMEDCT_US","Radical abdominal hysterectomy","307771009, 54337002"
"SNOMEDCT_US","Vaginal hysterectomy","149873006, 176802009, 176808008, 265056007, 71839007"
"SNOMEDCT_US","Radical vaginal hysterectomy","149875004, 35955002"
"SNOMEDCT_US","Vaginal hysterectomy NEC","176805006, 265057003"
"SNOMEDCT_US","Other specified vaginal excision of uterus","176807003, 265058008"
"SNOMEDCT_US","Laparoscopic-assisted vaginal hysterectomy","176806007, 75835007"
"SNOMEDCT_US","Subtotal abdominal hysterectomy","149871008, 176795006, 190000"
"SNOMEDCT_US","Abdominal hysterectomy","116141005, 176790001, 176801002, 22650008"
"SNOMEDCT_US","Hysterectomy NEC","176794005, 274971000"
"SNOMEDCT_US","Laparoscopic hysterectomy","236887006"
"SNOMEDCT_US","Radical hysterectomy","116142003"
"SNOMEDCT_US","Cesarean hysterectomy","41059002"
"SCTSPA","Prolapse of vaginal vault after hysterectomy","198271005, 42116007"
"SCTSPA","Encounter due to acquired absence of cervix and uterus","723171001"
"SCTSPA","Hysterectomy","149878002, 22650008, 236886002, 287922008"
"SCTSPA","Total abdominal hysterectomy","116143008"
"SCTSPA","Total abdominal hysterectomy with bilateral salpingo-oophorectomy","116144002"
"SCTSPA","Total abdominal hysterectomy NEC","303709006"
"SCTSPA","Wertheim operation","307771009, 361223008, 54337002"
"SCTSPA","Radical abdominal hysterectomy","307771009, 54337002"
"SCTSPA","Vaginal hysterectomy","176808008, 265056007, 71839007"
"SCTSPA","Radical vaginal hysterectomy","35955002"
"SCTSPA","Vaginal hysterectomy NEC","265057003"
"SCTSPA","Other specified vaginal excision of uterus","265058008"
"SCTSPA","Laparoscopic-assisted vaginal hysterectomy","75835007"
"SCTSPA","Subtotal abdominal hysterectomy","176795006"
"SCTSPA","Abdominal hysterectomy","116141005, 176801002"
"SCTSPA","Hysterectomy NEC","274971000"
"SCTSPA","Laparoscopic hysterectomy","236887006"
"SCTSPA","Radical hysterectomy","116142003"
"SCTSPA","Cesarean hysterectomy","41059002"
