"Coding_System","Concept_name","Code"
"ICD10/CM","Duodenal ulcer, chronic or unspecified with hemorrhage","K264"
"ICD10/CM","Acute gastrojejunal ulcer with hemorrhage","K280"
"ICD10/CM","Acute gastrojejunal ulcer with hemorrhage and perforation","K282"
"ICD10/CM","Chronic or unspecified gastrojejunal ulcer with haemorrhage","K284"
"ICD10/CM","Acute peptic ulcer with hemorrhage","K270"
"ICD10/CM","Acute peptic ulcer with hemorrhage and perforation","K272"
"ICD10/CM","Chronic ulcerative enterocolitis","K510"
"ICD10/CM","Chronic ulcerative ileocolitis","K511"
"ICD10/CM","Chronic ulcerative rectosigmoiditis","K513, K5130"
"ICD10/CM","Hemorrhagic duodenitis","K2981"
"ICD10/CM","Other ulcerative colitis","K518"
"ICD10/CM","Gastric ulcer, chronic or unspecified with both hemorrhage and perforation","K256"
"ICD10/CM","Duodenal ulcer, chronic or unspecified with both hemorrhage and perforation","K266"
"ICD10/CM","Chronic or unspecified peptic ulcer of unspecified site with haemorrhage","K274"
"ICD10/CM","Peptic ulcer, chronic or unspecified with both hemorrhage and perforation","K276"
"ICD10/CM","Gastrojejunal ulcer, chronic or unspecified with both hemorrhage and perforation","K286"
"ICD10/CM","Acute hemorrhagic gastritis","K290"
"ICD10/CM","Chronic ulcerative proctitis","K5120, K512"
"ICPC2P","Ulcerative Colitis","D94002, D94007"
"ICPC2P","Gastrointestinal Diseases","D99047, D99050"
"ICPC2P","Gastrointestinal Hemorrhage","D15001"
"ICPC2P","Hematemesis","D14001, D14003"
"ICPC2P","Inflammatory Bowel Diseases","D94009"
"ICPC2P","Irritable Bowel Syndrome","D93003, D93007, D93011"
"ICPC2P","Pancreatitis","D99043"
"ICPC2P","Blood in stool","D16003, D16005"
"ICPC","Hematemesis","D14"
"ICPC","Irritable Bowel Syndrome","D93"
"ICPC","Chronic enteritis/ulcerative colitis","D94"
"RCD2","Pancreatitis, Acute","J670."
"RCD2","Ulcerative Colitis","J41z."
"RCD2","Gastrointestinal Diseases","J43.., J...."
"RCD2","Gastrointestinal Hemorrhage","J68.."
"RCD2","Hematemesis","J680."
"RCD2","Ulcerative enterocolitis","J411."
"RCD2","Chronic ulcerative rectosigmoiditis","J410."
"RCD","Pancreatitis, Acute","J670."
"RCD","Ulcerative Colitis","J41z."
"RCD","Gastrointestinal Diseases","J...."
"RCD","Gastrointestinal Hemorrhage","J68.."
"RCD","Hematemesis","J680."
"RCD","Chronic ulcerative rectosigmoiditis","J410."
"SCTSPA","Pancreatitis, Acute","197456007, 197457003, 266476001, 39726008"
"SCTSPA","Ulcerative Colitis","196996008, 27701000, 64766004, 68195006"
"SCTSPA","Gastrointestinal Diseases","119292006, 155799006, 286978000"
"SCTSPA","Gastrointestinal Hemorrhage","155840004, 197475002, 266477005, 74474003"
"SCTSPA","Hematemesis","8765009"
"SCTSPA","Hemorrhage of rectum and anus","197222003, 266464001"
"SCTSPA","Inflammatory Bowel Diseases","24526004"
"SCTSPA","Irritable Bowel Syndrome","10743008"
"SCTSPA","Pancreatitis","75694006"
"SCTSPA","Ulcerative enterocolitis","235714007"
"SCTSPA","Acute gastric ulcer with hemorrhage","196629007, 89748001"
"SCTSPA","Acute gastric ulcer with hemorrhage and perforation","196631003, 48974009"
"SCTSPA","Acute duodenal ulcer with hemorrhage","12847006, 196654007"
"SCTSPA","Acute duodenal ulcer with hemorrhage AND perforation","196657000, 86895006"
"SCTSPA","Acute gastrojejunal ulcer with hemorrhage","196709002, 63954007"
"SCTSPA","Acute gastrojejunal ulcer with hemorrhage and perforation","196711006, 81387001"
"SCTSPA","Acute peptic ulcer with hemorrhage","12274003, 196684004"
"SCTSPA","Acute peptic ulcer with hemorrhage and perforation","111353003, 196686002"
"SCTSPA","Chronic ulcerative enterocolitis","15342002"
"SCTSPA","Chronic ulcerative ileocolitis","13470001"
"SCTSPA","Chronic ulcerative rectosigmoiditis","52506002"
"SCTSPA","Hemorrhagic duodenitis","715834004, 95531001"
"SCTSPA","Other ulcerative colitis","197535008"
"SCTSPA","Chronic left-sided ulcerative colitis","441971007"
"SCTSPA","Blood in stool","72256005"
"SCTSPA","Acute hemorrhagic gastritis","182945005, 2367005"
"SCTSPA","Chronic ulcerative proctitis","52231000"
"SNOMEDCT_US","Pancreatitis, Acute","155834006, 197456007, 197457003, 197461009, 266476001, 39726008"
"SNOMEDCT_US","Ulcerative Colitis","155764007, 196985000, 196988003, 196996008, 266447004, 27701000, 64766004, 68195006"
"SNOMEDCT_US","Gastrointestinal Diseases","119292006, 155629009, 155799006, 155806004, 25374005, 266483008, 266534007, 286978000, 53619000, 84410009"
"SNOMEDCT_US","Gastrointestinal Hemorrhage","155837004, 155840004, 197471006, 197475002, 266477005, 74474003"
"SNOMEDCT_US","Hematemesis","155838009, 249498003, 8765009"
"SNOMEDCT_US","Hemorrhage of rectum and anus","155804001, 197219000, 197222003, 266464001, 266532006"
"SNOMEDCT_US","Inflammatory Bowel Diseases","155759008, 196974002, 24526004, 266516008"
"SNOMEDCT_US","Irritable Bowel Syndrome","10743008, 155783000, 192434000, 197124009, 266525002"
"SNOMEDCT_US","Pancreatitis","197461009, 393591004, 75694006"
"SNOMEDCT_US","Ulcerative enterocolitis","196991003, 235714007"
"SNOMEDCT_US","Acute gastric ulcer with hemorrhage","155682002, 196629007, 89748001"
"SNOMEDCT_US","Acute gastric ulcer with hemorrhage and perforation","155684001, 196631003, 48974009"
"SNOMEDCT_US","Acute duodenal ulcer with hemorrhage","12847006, 155692005, 196654007"
"SNOMEDCT_US","Acute duodenal ulcer with hemorrhage AND perforation","155694006, 196657000, 86895006"
"SNOMEDCT_US","Acute gastrojejunal ulcer with hemorrhage","196709002, 63954007"
"SNOMEDCT_US","Acute gastrojejunal ulcer with hemorrhage and perforation","196711006, 81387001"
"SNOMEDCT_US","Acute peptic ulcer with hemorrhage","12274003, 155702008, 196684004"
"SNOMEDCT_US","Acute peptic ulcer with hemorrhage and perforation","111353003, 155704009, 196686002"
"SNOMEDCT_US","Chronic ulcerative enterocolitis","15342002"
"SNOMEDCT_US","Chronic ulcerative ileocolitis","13470001"
"SNOMEDCT_US","Chronic ulcerative rectosigmoiditis","52506002"
"SNOMEDCT_US","Hemorrhagic duodenitis","715834004, 95531001"
"SNOMEDCT_US","Other ulcerative colitis","197535008"
"SNOMEDCT_US","Chronic left-sided ulcerative colitis","441971007"
"SNOMEDCT_US","Blood in stool","139370000, 144854009, 162094003, 167628000, 197470007, 275783003, 2901004, 72256005"
"SNOMEDCT_US","Acute hemorrhagic gastritis","182945005, 18338004, 196732003, 2367005"
"SNOMEDCT_US","Chronic ulcerative proctitis","52231000"
