"Coding_System","Concept_name","Code"
"SNOMEDCT_US","Recurrent depressive disorder, current episode mild","192375008"
"SNOMEDCT_US","Other conduct disorders","192602004"
"SNOMEDCT_US","Feeling suicidal (finding)","139586008, 225457007, 271950009, 6471006"
"SNOMEDCT_US","Physical aggression","248004009"
"SNOMEDCT_US","Anger reaction","192085004"
"SNOMEDCT_US","Unhappiness","206790006"
"SNOMEDCT_US","Physical violence","206794002"
"SNOMEDCT_US","Mild depressive episode","192367002"
"SNOMEDCT_US","Moderate depressive episode","192368007"
"SNOMEDCT_US","Severe depressive episode without psychotic symptoms","192369004, 268702009"
"SNOMEDCT_US","Severe depressive episode with psychotic symptoms","192370003, 268704005"
"SNOMEDCT_US","Mood Disorders","192348001, 192391006, 268713007, 46206005, 74421008"
"SNOMEDCT_US","Aggressive outburst","192083006"
"SNOMEDCT_US","At risk for suicide","129712007, 139589001, 162317004, 225444004, 3161000175102, 41501003"
"SNOMEDCT_US","Suicide - cut/stab","158082000, 287194003"
"SNOMEDCT_US","Major Depressive Disorder","35489007, 370143000"
"SNOMEDCT_US","depression; endogenous, with psychotic symptoms","192378005"
"SNOMEDCT_US","Episodic mood disorder","94921000119107"
"SNOMEDCT_US","Injury due to suicide attempt","440144004"
"SNOMEDCT_US","Reactive depressive psychosis, single episode","288751000119101"
"SNOMEDCT_US","Recurrent major depressive episodes, mild","191610000"
"SNOMEDCT_US","Chronic depressive personality disorder","442057004"
