"Coding_System","Concept_name","Code"
"MTHICD9","Grand Mal Status Epilepticus","3453"
"ICD10/CM","Epilepsy and recurrent seizures","G40"
"ICD9CM","Epilepsy and recurrent seizures","345"
"ICPC2P","status; epilepticus, tonic-clonic","N88004"
"ICPC2P","Epileptic drop attack","N88015"
"ICPC2P","complex partial focal seizure","N88010"
"ICPC2P","Seizures, Tonic","N88012"
"ICPC2P","Tonic-Clonic Epilepsy","N88008"
"ICPC2P","Epilepsy, Temporal Lobe","N88005"
"ICPC2P","Petit mal status","N88002"
"ICPC2P","Simple Partial Seizures","N88009"
"ICPC2P","Epilepsies, Myoclonic","N88014"
"ICPC2P","Seizures","N07001, N07002, N07003"
"ICPC2P","Epilepsy","N88003, N88006"
"ICPC2P","Tonic - clonic seizures","N88011"
"ICPC2P","Grand Mal Status Epilepticus","N88001"
"ICPC","Epilepsy","N88"
"RCD","Epilepsy drug side effect","6677."
"RCD","Epilepsy treatment changed","6678."
"RCD","Initial epilepsy assessment","6671."
"RCD","Follow-up epilepsy assessment","6672."
"RCD","H/O: epilepsy","1473."
"RCD","Epilepsy monitoring","667.., 667Z."
"RCD","Generalized Nonconvulsive Seizure Disorder","F250."
"RCD","Partial epilepsy with impairment of consciousness","F254."
"RCD","Generalized convulsive epilepsy","F251."
"RCD","Petit mal status","F252."
"RCD","Salaam Seizures","F256."
"RCD","Simple Partial Seizures","F255."
"RCD","Epilepsia Partialis Continua","F257."
"RCD","Other epilepsy","F25y."
"RCD","Seizures","R003."
"RCD","Epilepsy","F25.."
"RCD2","Epilepsy drug side effect","6677."
"RCD2","Epilepsy treatment changed","6678."
"RCD2","Initial epilepsy assessment","6671."
"RCD2","Follow-up epilepsy assessment","6672."
"RCD2","H/O: epilepsy","1473."
"RCD2","Epilepsy monitoring","667.., 667Z."
"RCD2","Status Epilepticus","F253."
"RCD2","Generalized Nonconvulsive Seizure Disorder","F250."
"RCD2","Tonic-Clonic Epilepsy","F25H."
"RCD2","Partial epilepsy with impairment of consciousness","F254."
"RCD2","Generalized convulsive epilepsy","F251."
"RCD2","Petit mal status","F252."
"RCD2","Salaam Seizures","F256."
"RCD2","Simple Partial Seizures","F255."
"RCD2","Epilepsia Partialis Continua","F257."
"RCD2","Other epilepsy","F25y."
"RCD2","Seizures","1B64., R003., 1B63."
"RCD2","Epilepsy","F25.., F25z., F25H."
"RCD2","Tonic - clonic seizures","F25H."
"RCD2","Grand Mal Status Epilepticus","F253."
"SNOMEDCT_US","Epilepsy, Post-Traumatic","157437008, 75023009"
"SNOMEDCT_US","Epilepsy drug side effect","147941006, 170709001"
"SNOMEDCT_US","Epilepsy treatment changed","147942004, 170710006"
"SNOMEDCT_US","Initial epilepsy assessment","147935004, 170703000"
"SNOMEDCT_US","Follow-up epilepsy assessment","147936003, 170704006"
"SNOMEDCT_US","H/O: epilepsy","138751003, 161480008"
"SNOMEDCT_US","Epilepsy monitoring","147934000, 147948000, 170702005, 170717009"
"SNOMEDCT_US","Status Epilepticus","13973009, 155039002, 192998006, 193019007, 194499008, 230456007"
"SNOMEDCT_US","Other status epilepticus","194492004"
"SNOMEDCT_US","Epilepsy with grand mal seizures on awakening (disorder)","230414008"
"SNOMEDCT_US","Generalized Nonconvulsive Seizure Disorder","192979009, 192987005, 35796005"
"SNOMEDCT_US","Epileptic drop attack","189198006, 246554004, 365883006, 42365007"
"SNOMEDCT_US","Seizures, Tonic","51887003"
"SNOMEDCT_US","Mesiobasal limbic epilepsy","193003000"
"SNOMEDCT_US","Epileptic automatism","193004006, 246543009, 73714002"
"SNOMEDCT_US","Tonic-Clonic Epilepsy","352818000"
"SNOMEDCT_US","Psychosensory epilepsy","193002005"
"SNOMEDCT_US","Epilepsy, Generalized","155038005, 155043003, 192989008, 192994008, 19598007"
"SNOMEDCT_US","Epilepsy, Tonic","192993002"
"SNOMEDCT_US","Epilepsy, Temporal Lobe","155040000, 193000002, 84340007"
"SNOMEDCT_US","Other specified generalised convulsive epilepsy","192996005"
"SNOMEDCT_US","Partial epilepsy with impairment of consciousness","192999003, 193005007"
"SNOMEDCT_US","Localization-related(focal)(partial)idiopathic epilepsy and epileptic syndromes with seizures of localized onset","193022009"
"SNOMEDCT_US","Epileptic seizures - clonic","192991000"
"SNOMEDCT_US","Generalized convulsive epilepsy","192988000, 192997001, 4619009, 65120008"
"SNOMEDCT_US","Epilepsy, Akinetic","192982004"
"SNOMEDCT_US","Petit mal status","7033004"
"SNOMEDCT_US","Epilepsy, Atonic","192981006, 8291000119107"
"SNOMEDCT_US","Idiopathic generalized epilepsy","36803009"
"SNOMEDCT_US","Lennox-Gastaut syndrome","192984003, 230418006, 51603000, 75036009"
"SNOMEDCT_US","Salaam Seizures","28055006"
"SNOMEDCT_US","Landau-Kleffner Syndrome","192567003, 230438007"
"SNOMEDCT_US","Other specified partial epilepsy without mention of impairment of consciousness","193012003"
"SNOMEDCT_US","Partial epilepsy with autonomic symptoms","193009001"
"SNOMEDCT_US","Simple Partial Seizures","117891000119100, 193006008, 193013008, 79348005"
"SNOMEDCT_US","Visual reflex epilepsy","193010006"
"SNOMEDCT_US","Somatosensory epilepsy","193008009"
"SNOMEDCT_US","Unilateral epilepsy","193011005"
"SNOMEDCT_US","Epilepsy, Reflex","79745005"
"SNOMEDCT_US","Epilepsies, Myoclonic","192847001, 192992007, 37356005"
"SNOMEDCT_US","Epilepsia Partialis Continua","193017009, 241006, 423086004"
"SNOMEDCT_US","Complex Partial Status Epilepticus","193023004, 230460005"
"SNOMEDCT_US","Other epilepsy","193020001, 193025006, 194491006"
"SNOMEDCT_US","Seizures","158138006, 158141002, 158142009, 206732001, 206735004, 206738002, 271788002, 312078006, 313290005, 32631004, 91175000"
"SNOMEDCT_US","Epilepsy","128613002, 155036009, 155045005, 193026007, 246545002, 267593008, 267698007, 271788002, 313307000, 84757009"
"SNOMEDCT_US","Tonic - clonic seizures","192995009, 54200006, 65155005"
"SNOMEDCT_US","Familial essential myoclonus","67305007"
"SNOMEDCT_US","Grand Mal Status Epilepticus","13973009, 192998006"
"SCTSPA","Epilepsy, Post-Traumatic","75023009"
"SCTSPA","Epilepsy drug side effect","170709001"
"SCTSPA","Epilepsy treatment changed","170710006"
"SCTSPA","Initial epilepsy assessment","170703000"
"SCTSPA","Follow-up epilepsy assessment","170704006"
"SCTSPA","H/O: epilepsy","161480008"
"SCTSPA","Epilepsy monitoring","147948000, 170702005, 170717009"
"SCTSPA","Status Epilepticus","13973009, 194499008, 230456007"
"SCTSPA","Other status epilepticus","194492004"
"SCTSPA","Epilepsy with grand mal seizures on awakening (disorder)","230414008"
"SCTSPA","Generalized Nonconvulsive Seizure Disorder","192979009, 192987005, 35796005"
"SCTSPA","Epileptic drop attack","189198006, 365883006, 42365007"
"SCTSPA","Seizures, Tonic","51887003"
"SCTSPA","Mesiobasal limbic epilepsy","193003000"
"SCTSPA","Epileptic automatism","193004006, 73714002"
"SCTSPA","Tonic-Clonic Epilepsy","352818000"
"SCTSPA","Psychosensory epilepsy","193002005"
"SCTSPA","Epilepsy, Generalized","19598007"
"SCTSPA","Epilepsy, Tonic","192993002"
"SCTSPA","Epilepsy, Temporal Lobe","193000002, 84340007"
"SCTSPA","Other specified generalised convulsive epilepsy","192996005"
"SCTSPA","Partial epilepsy with impairment of consciousness","192999003, 193005007"
"SCTSPA","Localization-related(focal)(partial)idiopathic epilepsy and epileptic syndromes with seizures of localized onset","193022009"
"SCTSPA","Epileptic seizures - clonic","192991000"
"SCTSPA","Generalized convulsive epilepsy","192988000, 192997001, 4619009, 65120008"
"SCTSPA","Epilepsy, Akinetic","192982004"
"SCTSPA","Petit mal status","7033004"
"SCTSPA","Epilepsy, Atonic","192981006, 8291000119107"
"SCTSPA","Idiopathic generalized epilepsy","36803009"
"SCTSPA","Lennox-Gastaut syndrome","230418006, 75036009"
"SCTSPA","Landau-Kleffner Syndrome","230438007"
"SCTSPA","Other specified partial epilepsy without mention of impairment of consciousness","193012003"
"SCTSPA","Partial epilepsy with autonomic symptoms","193009001"
"SCTSPA","Simple Partial Seizures","117891000119100, 193006008, 193013008, 79348005"
"SCTSPA","Visual reflex epilepsy","193010006"
"SCTSPA","Somatosensory epilepsy","193008009"
"SCTSPA","Unilateral epilepsy","193011005"
"SCTSPA","Epilepsy, Reflex","79745005"
"SCTSPA","Epilepsia Partialis Continua","193017009, 241006"
"SCTSPA","Complex Partial Status Epilepticus","230460005"
"SCTSPA","Other epilepsy","193020001, 193025006, 194491006"
"SCTSPA","Seizures","206732001, 206735004, 206738002, 32631004, 91175000"
"SCTSPA","Epilepsy","128613002, 155045005, 267593008, 84757009, 91175000"
"SCTSPA","Tonic - clonic seizures","54200006, 65155005"
"SCTSPA","Familial essential myoclonus","67305007"
"SCTSPA","Grand Mal Status Epilepticus","13973009"
