"Coding_System","Concept_name","Code"
"SCTSPA","Chronic benign neutropenia of childhood","129641006"
"SCTSPA","Granulocytosis","317226009, 78341006"
"SCTSPA","Severe congenital neutropenia","770942003, 89655007"
"SCTSPA","Chronic idiopathic neutropenia","234576008, 248693006, 53917000"
"SCTSPA","Chronic familial neutropenia (disorder)","234576008, 53917000"
"SNOMEDCT_US","Agranulocytosis","142919000, 154830007, 165508008, 17182001, 191336001, 191350006"
"SNOMEDCT_US","Neutropenia","142928004, 191336001, 303011007, 72885007"
"SNOMEDCT_US","Thrombocytopenia","142969008, 154827000, 165556002, 191326009, 302215000, 415116008, 70786006"
"SNOMEDCT_US","Cyclic neutropenia","191347008, 234575007, 69295006"
"SNOMEDCT_US","Agranulocytic angina","72050006"
"SNOMEDCT_US","Neutropenia with dysgranulopoiesis","41814009"
"SNOMEDCT_US","Familial neutropenia","247860002, 53917000"
"SNOMEDCT_US","Myelokathexis","24974008"
"SNOMEDCT_US","Lazy Leukocyte Syndrome","234432004, 71436005"
"SNOMEDCT_US","Immune neutropenia","65623009"
"SNOMEDCT_US","Neutropenia associated with autoimmune disease","111585004"
"SNOMEDCT_US","Drug-induced neutropenia","191339008, 191344001, 47318007"
"SNOMEDCT_US","Neutropenia associated with infectious disease","191341009, 46359005"
"SNOMEDCT_US","Toxic neutropenia","32092008"
"SNOMEDCT_US","Granulocyte granule deficiency","289317009, 60550007"
"SNOMEDCT_US","Eosinopenia","142934006, 165523003, 43355006"
"SNOMEDCT_US","Doan-Wright syndrome","38970002"
"SNOMEDCT_US","Agranulocytosis associated with AIDS","421312009, 906000"
"SNOMEDCT_US","Congenital neutropenia","191342002, 267541006, 89655007"
"SNOMEDCT_US","Autoimmune neutropenia","234425008"
"SNOMEDCT_US","Acquired neutropenia in newborn","191345000"
"SNOMEDCT_US","Neutropenia due to irradiation","191340005, 267540007"
"SNOMEDCT_US","Primary splenic neutropenia","191338000, 58639003"
"SNOMEDCT_US","Chronic benign granulocytopenia","234418001"
"SNOMEDCT_US","Disorder of phagocytic cell number","234574006"
"SNOMEDCT_US","Mucositis necroticans agranulocytica","95362003"
"SNOMEDCT_US","Chronic idiopathic immunoneutropenia in adults","129642004"
"SNOMEDCT_US","Benign granulocytopenia in childhood","129640007"
"SNOMEDCT_US","Chronic hypoplastic neutropenia","129643009"
"SNOMEDCT_US","Chronic benign neutropenia","234423001, 53917000"
"SNOMEDCT_US","Agranulocytopenic disorder","267538002"
"SNOMEDCT_US","Chronic benign neutropenia of childhood","129641006"
"SNOMEDCT_US","Granulocytosis","317226009, 78341006"
"SNOMEDCT_US","Severe congenital neutropenia","191336001, 770942003, 89655007"
"SNOMEDCT_US","Chronic idiopathic neutropenia","191337005, 234419009, 234576008, 248693006, 267539005, 53917000"
"SNOMEDCT_US","Chronic familial neutropenia (disorder)","234576008, 53917000"
